"Category Name","Product Name","Product Price","Best Seller Rating","Ship From","Sold By","Rating","Product Description","Number Bought in the Past Month","All Available Images"
"computers","Dell MS116 Wired Optical Mouse, 1000DPI, LED Tracking, Scrolling Wheel, Plug and Play","₹299.00","N/A","Amazon","Clicktech Retail Private Ltd Details","4.4 out of 5","Movement Detection: Optical, Resolution : 1000dpi;Cable Length : 1.8 meter, Interface Type : USB
Colour : Black, Weight : 413 Grams
Great Aesthetics, Usage ideal for office, education sectors, designing, basic gaming etc
Comfortable for use in longer periods with performance; Warranty : 3 Year
Hardware Platform: Pc","N/A","N/A"
"computers","HP v236w USB 2.0 64GB Pen Drive,","₹399.00","N/A","Amazon","Clicktech Retail Private Ltd Details","4.2 out of 5","Durable metal Charming appearance which brings a great sense of style
Electronic plating after printing technic (Anti-fake). Other Features : Plug & Play
Lidless, compact design with integrated strap-hole, Temperature Proof, Shock-Proof, and vibration-proof
This pendrive is compatible with operating systems such as Windows 2000/XP and Vista, Windows 7, 8, 10 and MAC operating systems 10.3 and above. The HP V236W 64GB Pendrive has a minimum write rate of 4MB/sec and a read rate of 14MB/sec","N/A","N/A"
"electronics","Redmi A4 5G (Sparkle Purple, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","","N/A","Amazon","Darshita Mobiles Details","4.3 out of 5","High performance - Snapdragon 4s Gen 2 5G Processor | Large 17.47cm 120Hz Display | Upto 8GB RAM including 4GB Virtual RAM |128GB Storage | Fast Side fingerprint sensor
Display: Large 17.47 cm 120Hz Refresh Rate display | 600nits peak brightness | 240Hz Touch sampling Rate | TUV triple certified eye care protection
Camera: 50MP Dual camera | 5MP Front camera
5160mAh(typ) battery with 18W fast charging support and 33W charger in-box with USB Type-C
Expandable Storage to upto 1TB with Dedicated MicroSD card Slot | 3.5mm headphone jack | Android 14 | Side fingerprint sensor
Supports 4G+ 5G SA network | Note : 5G NSA not supported | Please check availability of Standalone 5G with your networks provider","N/A","N/A"
"electronics","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"electronics","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"electronics","boAt [New Launch] Airdopes 91 Prime, 45HRS Battery, 13mm Drivers, Metallic Finish, Low Latency,ENx Tech, Fast Charge, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Midnight Black)","₹798.00","N/A","Amazon","Clicktech Retail Private Ltd Details","3.7 out of 5","13 mm Drivers with boAt Signature Sound: High-performance 13 mm drivers in the boAt Airdopes 91 Prime TWS Earbuds are your gateway to the audio realm. Feel your favorite tunes come alive with the powerful bass of boAt Signature Sound every time you plug in your Airdopes.
45 Hours of Playtime: Watch live games, listen to podcasts, or work out to your playlist for around 45 hours non-stop with these earbuds. Charge less and enjoy more!
50 ms Latency BEAST Mode: Take out lag from the mix while gaming with BEAST mode. Once activated, the 50 ms low latency syncs virtual frames with power-packed audio for adrenaline-raising gaming sessions.
Dual Mics with ENx Technology: Make calls on the go with the ENx-powered dual mics. Join work calls or catch up with friends from the airport lounge, café, metro, etc., without annoying background noise.
ASAP Charge: Airdopes 91 Prime is your movie marathon partner for the long haul with its fast charging which lends a whopping 120 minutes of playtime when you charge the earbuds for just 10 minutes.","N/A","N/A"
"electronics","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"electronics","Redmi A4 5G (Starry Black, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","","N/A","Amazon","Darshita Mobiles Details","4.3 out of 5","High performance - Snapdragon 4s Gen 2 5G Processor | Large 17.47cm 120Hz Display | Upto 8GB RAM including 4GB Virtual RAM |128GB Storage | Fast Side fingerprint sensor
Display: Large 17.47 cm 120Hz Refresh Rate display | 600nits peak brightness | 240Hz Touch sampling Rate | TUV triple certified eye care protection
Camera: 50MP Dual camera | 5MP Front camera
5160mAh(typ) battery with 18W fast charging support and 33W charger in-box with USB Type-C
Expandable Storage to upto 1TB with Dedicated MicroSD card Slot | 3.5mm headphone jack | Android 14 | Side fingerprint sensor
Supports 4G+ 5G SA network | Note : 5G NSA not supported | Please check availability of Standalone 5G with your networks provider","N/A","N/A"
"electronics","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"electronics","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"electronics","Samsung Galaxy S23 Ultra 5G AI Smartphone (Phantom Black, 12GB, 256GB Storage)","","N/A","Amazon","STPL Exclusive Online Details","4.5 out of 5","Experience the power of Galaxy AI with S23 Ultra to effortlessly perfect your photos with Photo Assist, communicate quickly outside your language with Live Translate or pick the right tone with Chat Assist, Galaxy AI makes your memories brighter, your communication easier and your tone nicer and let you sail through the life effortlessly, just like that!
200MP. Wow-worthy resolution - Resolution on the Wide-angle Camera has nearly doubled, delivering strikingly clear photos. Zoom and crop your shots for a whole new view —or leave it intact for brilliant detail, corner to corner.
Power for those who don't pause - Your quest for epic mobile gaming is over. Snapdragon 8 Gen 2 Mobile Platform for Galaxy optimizes and streamlines your device for silky smooth games — without draining the battery.
Note's signature tool comes built in - The built-in S Pen keeps the legacy of Note alive. Plus, it helps you ditch the dependency on notebooks, making sketches and jotting notes effortless and eco-friendly.
More innovation, less footprint – Galaxy S23 Ultra's striking symmetrical design returns with one major difference: recycled and eco-conscious materials. From the metal frame to the glass finish, it's polished with fresh new colors inspired by nature.","N/A","N/A"
"electronics","realme Buds 2 Wired in Ear Earphones with Mic (Black)","₹599.00","N/A","Amazon","Cocoblu Retail Details","4.3 out of 5","Enjoy the powerful 11.2mm bass boost driver which consist of multi-layer composite diaphragm, bringing you a deep and powerful, yet accurate bass response.
The inline remote features three tactile buttons and a mic, so you can control your music and videos, incoming calls, and even summon your voice assistant directly at the touch of a button.
A premium, reinforced braided jacket, and two evenly grooved TPU cables make for a design that is robust and durable.
Realme buds 2 features built-in magnets and a cable strap which are designed to provide the ultimate solution for neatly storing your earphones. Impedance: 32Ω, Rated Power: 3mW, Sound Pressure Level: 106dB
Add a touch of style to your music experience with the realme Buds 2. The matte, streamlined design looks elegant and attractive.","N/A","N/A"
